site,date,Date,h_m
S1,2022-09-03,2022-09-03,2747.1512395833333
S1,2022-09-04,2022-09-04,2747.148458333333
S1,2022-09-05,2022-09-05,2747.142552083333
S1,2022-09-06,2022-09-06,2747.1401875
S1,2022-09-07,2022-09-07,2747.139
S1,2022-09-08,2022-09-08,2747.1368333333335
S1,2022-09-09,2022-09-09,2747.1387291666665
S1,2022-09-10,2022-09-10,2747.12746875
S1,2022-09-11,2022-09-11,2747.12709375
S1,2022-09-12,2022-09-12,2747.1259791666666
S1,2022-09-13,2022-09-13,2747.1239895833332
S1,2022-09-14,2022-09-14,2747.130020833333
S1,2022-09-15,2022-09-15,2747.1346875
S1,2022-09-16,2022-09-16,2747.12796875
S1,2022-09-17,2022-09-17,2747.1245416666666
S1,2022-09-18,2022-09-18,2747.1204895833334
S1,2022-09-19,2022-09-19,2747.1166354166667
S1,2022-09-20,2022-09-20,2747.11603125
S1,2022-09-21,2022-09-21,2747.120947916667
S1,2022-09-22,2022-09-22,2747.13203125
S1,2022-09-23,2022-09-23,2747.12015625
S1,2022-09-24,2022-09-24,2747.11071875
S1,2022-09-25,2022-09-25,2747.110291666667
S1,2022-09-26,2022-09-26,2747.1090416666666
S1,2022-09-27,2022-09-27,2747.108979166667
S1,2022-09-28,2022-09-28,2747.107875
S1,2022-09-29,2022-09-29,2747.1054791666666
S1,2022-09-30,2022-09-30,2747.10528125
S1,2022-10-01,2022-10-01,2747.11071875
S1,2022-10-02,2022-10-02,2747.106729166667
S1,2022-10-03,2022-10-03,2747.101875
S1,2022-10-04,2022-10-04,2747.1009583333334
S1,2022-10-05,2022-10-05,2747.100572916667
S1,2022-10-06,2022-10-06,2747.09703125
S1,2022-10-07,2022-10-07,2747.0949270833335
S1,2022-10-08,2022-10-08,2747.0933854166665
S1,2022-10-09,2022-10-09,2747.0908125
S1,2022-10-10,2022-10-10,2747.08909375
S1,2022-10-11,2022-10-11,2747.0863958333334
S1,2022-10-12,2022-10-12,2747.08325
S1,2022-10-13,2022-10-13,2747.081833333333
S1,2022-10-14,2022-10-14,2747.0804895833335
S1,2022-10-15,2022-10-15,2747.096283018868
S1,2022-10-16,NA,NA
S1,2022-10-17,NA,NA
S1,2022-10-18,NA,NA
S1,2022-10-19,NA,NA
S1,2022-10-20,NA,NA
S1,2022-10-21,NA,NA
S1,2022-10-22,NA,NA
S1,2022-10-23,NA,NA
S1,2022-10-24,NA,NA
S1,2022-10-25,NA,NA
S1,2022-10-26,NA,NA
S1,2022-10-27,NA,NA
S1,2022-10-28,NA,NA
S1,2022-10-29,NA,NA
S1,2022-10-30,NA,NA
S1,2022-10-31,NA,NA
S1,2022-11-01,NA,NA
S1,2022-11-02,NA,NA
S1,2022-11-03,NA,NA
S1,2022-11-04,NA,NA
S1,2022-11-05,NA,NA
S1,2022-11-06,NA,NA
S1,2022-11-07,NA,NA
S1,2022-11-08,NA,NA
S1,2022-11-09,NA,NA
S1,2022-11-10,NA,NA
S1,2022-11-11,NA,NA
S1,2022-11-12,NA,NA
S1,2022-11-13,NA,NA
S1,2022-11-14,NA,NA
S1,2022-11-15,NA,NA
S1,2022-11-16,NA,NA
S1,2022-11-17,NA,NA
S1,2022-11-18,NA,NA
S1,2022-11-19,NA,NA
S1,2022-11-20,NA,NA
S1,2022-11-21,NA,NA
S1,2022-11-22,NA,NA
S1,2022-11-23,NA,NA
S1,2022-11-24,NA,NA
S1,2022-11-25,NA,NA
S1,2022-11-26,NA,NA
S1,2022-11-27,NA,NA
S1,2022-11-28,NA,NA
S1,2022-11-29,NA,NA
S1,2022-11-30,NA,NA
S1,2022-12-01,NA,NA
S1,2022-12-02,NA,NA
S1,2022-12-03,NA,NA
S1,2022-12-04,NA,NA
S1,2022-12-05,NA,NA
S1,2022-12-06,NA,NA
S1,2022-12-07,NA,NA
S1,2022-12-08,NA,NA
S1,2022-12-09,NA,NA
S1,2022-12-10,NA,NA
S1,2022-12-11,NA,NA
S1,2022-12-12,NA,NA
S1,2022-12-13,NA,NA
S1,2022-12-14,NA,NA
S1,2022-12-15,NA,NA
S1,2022-12-16,NA,NA
S1,2022-12-17,NA,NA
S1,2022-12-18,NA,NA
S1,2022-12-19,NA,NA
S1,2022-12-20,NA,NA
S1,2022-12-21,NA,NA
S1,2022-12-22,NA,NA
S1,2022-12-23,NA,NA
S1,2022-12-24,NA,NA
S1,2022-12-25,NA,NA
S1,2022-12-26,NA,NA
S1,2022-12-27,NA,NA
S1,2022-12-28,NA,NA
S1,2022-12-29,NA,NA
S1,2022-12-30,NA,NA
S1,2022-12-31,NA,NA
S1,2023-01-01,NA,NA
S1,2023-01-02,NA,NA
S1,2023-01-03,NA,NA
S1,2023-01-04,NA,NA
S1,2023-01-05,NA,NA
S1,2023-01-06,NA,NA
S1,2023-01-07,NA,NA
S1,2023-01-08,NA,NA
S1,2023-01-09,NA,NA
S1,2023-01-10,NA,NA
S1,2023-01-11,NA,NA
S1,2023-01-12,NA,NA
S1,2023-01-13,NA,NA
S1,2023-01-14,NA,NA
S1,2023-01-15,NA,NA
S1,2023-01-16,NA,NA
S1,2023-01-17,NA,NA
S1,2023-01-18,NA,NA
S1,2023-01-19,NA,NA
S1,2023-01-20,NA,NA
S1,2023-01-21,NA,NA
S1,2023-01-22,NA,NA
S1,2023-01-23,NA,NA
S1,2023-01-24,NA,NA
S1,2023-01-25,NA,NA
S1,2023-01-26,NA,NA
S1,2023-01-27,NA,NA
S1,2023-01-28,NA,NA
S1,2023-01-29,NA,NA
S1,2023-01-30,NA,NA
S1,2023-01-31,NA,NA
S1,2023-02-01,NA,NA
S1,2023-02-02,NA,NA
S1,2023-02-03,NA,NA
S1,2023-02-04,NA,NA
S1,2023-02-05,NA,NA
S1,2023-02-06,NA,NA
S1,2023-02-07,NA,NA
S1,2023-02-08,NA,NA
S1,2023-02-09,NA,NA
S1,2023-02-10,NA,NA
S1,2023-02-11,NA,NA
S1,2023-02-12,NA,NA
S1,2023-02-13,NA,NA
S1,2023-02-14,NA,NA
S1,2023-02-15,NA,NA
S1,2023-02-16,NA,NA
S1,2023-02-17,NA,NA
S1,2023-02-18,NA,NA
S1,2023-02-19,NA,NA
S1,2023-02-20,NA,NA
S1,2023-02-21,NA,NA
S1,2023-02-22,NA,NA
S1,2023-02-23,NA,NA
S1,2023-02-24,NA,NA
S1,2023-02-25,NA,NA
S1,2023-02-26,NA,NA
S1,2023-02-27,NA,NA
S1,2023-02-28,NA,NA
S1,2023-03-01,NA,NA
S1,2023-03-02,NA,NA
S1,2023-03-03,NA,NA
S1,2023-03-04,NA,NA
S1,2023-03-05,NA,NA
S1,2023-03-06,NA,NA
S1,2023-03-07,NA,NA
S1,2023-03-08,NA,NA
S1,2023-03-09,NA,NA
S1,2023-03-10,NA,NA
S1,2023-03-11,NA,NA
S1,2023-03-12,NA,NA
S1,2023-03-13,NA,NA
S1,2023-03-14,NA,NA
S1,2023-03-15,NA,NA
S1,2023-03-16,NA,NA
S1,2023-03-17,NA,NA
S1,2023-03-18,NA,NA
S1,2023-03-19,NA,NA
S1,2023-03-20,NA,NA
S1,2023-03-21,NA,NA
S1,2023-03-22,NA,NA
S1,2023-03-23,NA,NA
S1,2023-03-24,NA,NA
S1,2023-03-25,NA,NA
S1,2023-03-26,NA,NA
S1,2023-03-27,NA,NA
S1,2023-03-28,NA,NA
S1,2023-03-29,NA,NA
S1,2023-03-30,NA,NA
S1,2023-03-31,NA,NA
S1,2023-04-01,NA,NA
S1,2023-04-02,NA,NA
S1,2023-04-03,NA,NA
S1,2023-04-04,NA,NA
S1,2023-04-05,NA,NA
S1,2023-04-06,NA,NA
S1,2023-04-07,NA,NA
S1,2023-04-08,NA,NA
S1,2023-04-09,NA,NA
S1,2023-04-10,NA,NA
S1,2023-04-11,NA,NA
S1,2023-04-12,NA,NA
S1,2023-04-13,NA,NA
S1,2023-04-14,NA,NA
S1,2023-04-15,NA,NA
S1,2023-04-16,NA,NA
S1,2023-04-17,NA,NA
S1,2023-04-18,NA,NA
S1,2023-04-19,NA,NA
S1,2023-04-20,NA,NA
S1,2023-04-21,NA,NA
S1,2023-04-22,NA,NA
S1,2023-04-23,NA,NA
S1,2023-04-24,NA,NA
S1,2023-04-25,NA,NA
S1,2023-04-26,NA,NA
S1,2023-04-27,NA,NA
S1,2023-04-28,NA,NA
S1,2023-04-29,NA,NA
S1,2023-04-30,NA,NA
S1,2023-05-01,2023-05-01,2747.1357894736843
S1,2023-05-02,2023-05-02,2747.152364583333
S1,2023-05-03,2023-05-03,2747.2002291666668
S1,2023-05-04,2023-05-04,2747.2224166666665
S1,2023-05-05,2023-05-05,2747.1972708333333
S1,2023-05-06,2023-05-06,2747.1932395833333
S1,2023-05-07,2023-05-07,2747.1944583333334
S1,2023-05-08,2023-05-08,2747.1958125
S1,2023-05-09,2023-05-09,2747.215708333333
S1,2023-05-10,2023-05-10,2747.2518333333333
S1,2023-05-11,2023-05-11,2747.2666770833334
S1,2023-05-12,2023-05-12,2747.2786666666666
S1,2023-05-13,2023-05-13,2747.2536979166666
S1,2023-05-14,2023-05-14,2747.3045208333333
S1,2023-05-15,2023-05-15,2747.408427083333
S1,2023-05-16,2023-05-16,2747.4059895833334
S1,2023-05-17,2023-05-17,2747.42640625
S1,2023-05-18,2023-05-18,2747.4205729166665
S1,2023-05-19,2023-05-19,2747.4089375
S1,2023-05-20,2023-05-20,2747.379427083333
S1,2023-05-21,2023-05-21,2747.4264895833335
S1,2023-05-22,2023-05-22,2747.43390625
S1,2023-05-23,2023-05-23,2747.4615625
S1,2023-05-24,2023-05-24,2747.4707604166665
S1,2023-05-25,2023-05-25,2747.472375
S1,2023-05-26,2023-05-26,2747.5051041666666
S1,2023-05-27,2023-05-27,2747.48746875
S1,2023-05-28,2023-05-28,2747.4956666666667
S1,2023-05-29,2023-05-29,2747.4875625
S1,2023-05-30,2023-05-30,2747.4863125
S1,2023-05-31,2023-05-31,2747.49009375
S1,2023-06-01,2023-06-01,2747.4653333333335
S1,2023-06-02,2023-06-02,2747.476020833333
S1,2023-06-03,2023-06-03,2747.4717708333333
S1,2023-06-04,2023-06-04,2747.6431354166666
S1,2023-06-05,2023-06-05,2747.6325625
S1,2023-06-06,2023-06-06,2747.59359375
S1,2023-06-07,2023-06-07,2747.5853333333334
S1,2023-06-08,2023-06-08,2747.6172708333334
S1,2023-06-09,2023-06-09,2747.6134375
S1,2023-06-10,2023-06-10,2747.590625
S1,2023-06-11,2023-06-11,2747.5854583333335
S1,2023-06-12,2023-06-12,2747.6286666666665
S1,2023-06-13,2023-06-13,2747.582
S1,2023-06-14,2023-06-14,2747.557854166667
S1,2023-06-15,2023-06-15,2747.58265625
S1,2023-06-16,2023-06-16,2747.6175625
S1,2023-06-17,2023-06-17,2747.5890729166667
S1,2023-06-18,2023-06-18,2747.553375
S1,2023-06-19,2023-06-19,2747.59640625
S1,2023-06-20,2023-06-20,2747.626583333333
S1,2023-06-21,2023-06-21,2747.6034375
S1,2023-06-22,2023-06-22,2747.665447916667
S1,2023-06-23,2023-06-23,2747.6689166666665
S1,2023-06-24,2023-06-24,2747.5978854166665
S1,2023-06-25,2023-06-25,2747.545239583333
S1,2023-06-26,2023-06-26,2747.5384166666668
S1,2023-06-27,2023-06-27,2747.5387604166667
S1,2023-06-28,2023-06-28,2747.5323229166665
S1,2023-06-29,2023-06-29,2747.516416666667
S1,2023-06-30,2023-06-30,2747.5426875
S1,2023-07-01,2023-07-01,2747.50365625
S1,2023-07-02,2023-07-02,2747.51228125
S1,2023-07-03,2023-07-03,2747.514375
S1,2023-07-04,2023-07-04,2747.4957395833335
S1,2023-07-05,2023-07-05,2747.507416666667
S1,2023-07-06,2023-07-06,2747.5287395833334
S1,2023-07-07,2023-07-07,2747.4845
S1,2023-07-08,2023-07-08,2747.4769270833335
S1,2023-07-09,2023-07-09,2747.4688333333334
S1,2023-07-10,2023-07-10,2747.4573125
S1,2023-07-11,2023-07-11,2747.442197916667
S1,2023-07-12,2023-07-12,2747.4282083333333
S1,2023-07-13,2023-07-13,2747.409
S1,2023-07-14,2023-07-14,2747.3989479166667
S1,2023-07-15,2023-07-15,2747.38475
S1,2023-07-16,2023-07-16,2747.3726979166668
S1,2023-07-17,2023-07-17,2747.3619166666667
S1,2023-07-18,2023-07-18,2747.363260416667
S1,2023-07-19,2023-07-19,2747.3625208333333
S1,2023-07-20,2023-07-20,2747.3784895833332
S1,2023-07-21,2023-07-21,2747.3746354166665
S1,2023-07-22,2023-07-22,2747.34625
S1,2023-07-23,2023-07-23,2747.32396875
S1,2023-07-24,2023-07-24,2747.3124895833334
S1,2023-07-25,2023-07-25,2747.3079479166668
S1,2023-07-26,2023-07-26,2747.3024791666667
S1,2023-07-27,2023-07-27,2747.2895
S1,2023-07-28,2023-07-28,2747.282041666667
S1,2023-07-29,2023-07-29,2747.2774583333335
S1,2023-07-30,2023-07-30,2747.2666979166665
S1,2023-07-31,2023-07-31,2747.3026875
S1,2023-08-01,2023-08-01,2747.2930833333335
S1,2023-08-02,2023-08-02,2747.2811666666666
S1,2023-08-03,2023-08-03,2747.33484375
S1,2023-08-04,2023-08-04,2747.294947916667
S1,2023-08-05,2023-08-05,2747.2719166666666
S1,2023-08-06,2023-08-06,2747.2673854166665
S1,2023-08-07,2023-08-07,2747.2583229166667
S1,2023-08-08,2023-08-08,2747.243
S1,2023-08-09,2023-08-09,2747.2298333333333
S1,2023-08-10,2023-08-10,2747.222041666667
S1,2023-08-11,2023-08-11,2747.2157291666667
S1,2023-08-12,2023-08-12,2747.2119583333333
S1,2023-08-13,2023-08-13,2747.2094895833334
S1,2023-08-14,2023-08-14,2747.2044791666667
S1,2023-08-15,2023-08-15,2747.1959583333332
S1,2023-08-16,2023-08-16,2747.18984375
S1,2023-08-17,2023-08-17,2747.1900416666667
S1,2023-08-18,2023-08-18,2747.1911458333334
S1,2023-08-19,2023-08-19,2747.1950833333335
S1,2023-08-20,2023-08-20,2747.199375
S1,2023-08-21,2023-08-21,2747.1893125
S1,2023-08-22,2023-08-22,2747.1786041666664
S1,2023-08-23,2023-08-23,2747.1763541666664
S1,2023-08-24,2023-08-24,2747.1885104166668
S1,2023-08-25,2023-08-25,2747.2178020833335
S1,2023-08-26,2023-08-26,2747.2091041666667
S1,2023-08-27,2023-08-27,2747.1925625
S1,2023-08-28,2023-08-28,2747.1895729166667
S1,2023-08-29,2023-08-29,2747.18659375
S1,2023-08-30,2023-08-30,2747.174916666667
S1,2023-08-31,2023-08-31,2747.1661249999997
S1,2023-09-01,2023-09-01,2747.1579375
S1,2023-09-02,2023-09-02,2747.1639791666666
S1,2023-09-03,2023-09-03,2747.1686875
S1,2023-09-04,2023-09-04,2747.1735520833336
S1,2023-09-05,2023-09-05,2747.1618541666667
S1,2023-09-06,2023-09-06,2747.1594375
S1,2023-09-07,2023-09-07,2747.156770833333
S1,2023-09-08,2023-09-08,2747.160083333333
S1,2023-09-09,2023-09-09,2747.1645
S1,2023-09-10,2023-09-10,2747.1788333333334
S1,2023-09-11,2023-09-11,2747.20546875
S1,2023-09-12,2023-09-12,2747.1849166666666
S1,2023-09-13,2023-09-13,2747.1790833333334
S1,2023-09-14,2023-09-14,2747.1926458333332
S1,2023-09-15,2023-09-15,2747.21028125
S1,2023-09-16,2023-09-16,2747.1990833333334
S1,2023-09-17,2023-09-17,2747.19184375
S1,2023-09-18,2023-09-18,2747.1887708333334
S1,2023-09-19,2023-09-19,2747.1874479166668
S1,2023-09-20,2023-09-20,2747.1911875
S1,2023-09-21,2023-09-21,2747.1924166666668
S1,2023-09-22,2023-09-22,2747.190125
S1,2023-09-23,2023-09-23,2747.1897916666667
S1,2023-09-24,2023-09-24,2747.1933229166666
S1,2023-09-25,2023-09-25,2747.1986458333336
S1,2023-09-26,2023-09-26,2747.2007083333333
S1,2023-09-27,2023-09-27,2747.20071875
S1,2023-09-28,2023-09-28,2747.1987604166666
S1,2023-09-29,2023-09-29,2747.1960625
S1,2023-09-30,2023-09-30,2747.194770833333
S1,2023-10-01,2023-10-01,2747.1950833333335
S1,2023-10-02,2023-10-02,2747.19884375
S1,2023-10-03,2023-10-03,2747.2026875
S1,2023-10-04,2023-10-04,2747.1967395833335
S1,2023-10-05,2023-10-05,2747.19440625
S1,2023-10-06,2023-10-06,2747.1966354166666
S1,2023-10-07,2023-10-07,2747.1978229166666
S1,2023-10-08,2023-10-08,2747.194864583333
S1,2023-10-09,2023-10-09,2747.1929270833334
S1,2023-10-10,2023-10-10,2747.197708333333
S1,2023-10-11,2023-10-11,2747.19675
S1,2023-10-12,2023-10-12,2747.195979166667
S1,2023-10-13,2023-10-13,2747.1896145833334
S1,2023-10-14,2023-10-14,2747.189125
S1,2023-10-15,2023-10-15,2747.1892
S2,2020-05-01,2020-05-01,2743.41671875
S2,2020-05-02,2020-05-02,2743.465802083333
S2,2020-05-03,2020-05-03,2743.47021875
S2,2020-05-04,2020-05-04,2743.4814270833335
S2,2020-05-05,2020-05-05,2743.4366875
S2,2020-05-06,2020-05-06,2743.4195416666666
S2,2020-05-07,2020-05-07,2743.420760416667
S2,2020-05-08,2020-05-08,2743.4169375
S2,2020-05-09,2020-05-09,2743.4223125
S2,2020-05-10,2020-05-10,2743.4246770833333
S2,2020-05-11,2020-05-11,2743.42715625
S2,2020-05-12,2020-05-12,2743.4412291666667
S2,2020-05-13,2020-05-13,2743.4737604166667
S2,2020-05-14,2020-05-14,2743.4711770833333
S2,2020-05-15,2020-05-15,2743.476708333333
S2,2020-05-16,2020-05-16,2743.488208333333
S2,2020-05-17,2020-05-17,2743.493052083333
S2,2020-05-18,2020-05-18,2743.5822708333335
S2,2020-05-19,2020-05-19,2743.6500520833333
S2,2020-05-20,2020-05-20,2743.7144270833332
S2,2020-05-21,2020-05-21,2743.6752916666665
S2,2020-05-22,2020-05-22,2743.6121354166667
S2,2020-05-23,2020-05-23,2743.6148854166668
S2,2020-05-24,2020-05-24,2743.6007083333334
S2,2020-05-25,2020-05-25,2743.5382604166666
S2,2020-05-26,2020-05-26,2743.5126041666667
S2,2020-05-27,2020-05-27,2743.5728958333334
S2,2020-05-28,2020-05-28,2743.6715208333335
S2,2020-05-29,2020-05-29,2743.75571875
S2,2020-05-30,2020-05-30,2743.8554375
S2,2020-05-31,2020-05-31,2743.965291666667
S2,2020-06-01,2020-06-01,2744.033125
S2,2020-06-02,2020-06-02,2743.997302083333
S2,2020-06-03,2020-06-03,2743.9388125
S2,2020-06-04,2020-06-04,2743.9263854166666
S2,2020-06-05,2020-06-05,2743.9249375
S2,2020-06-06,2020-06-06,2743.9567395833333
S2,2020-06-07,2020-06-07,2743.925640449438
S2,2020-06-08,2020-06-08,2743.85584375
S2,2020-06-09,2020-06-09,2743.7823229166665
S2,2020-06-10,2020-06-10,2743.705520833333
S2,2020-06-11,2020-06-11,2743.6818229166665
S2,2020-06-12,2020-06-12,2743.69625
S2,2020-06-13,2020-06-13,2743.75628125
S2,2020-06-14,2020-06-14,2743.81190625
S2,2020-06-15,2020-06-15,2743.7772291666665
S2,2020-06-16,2020-06-16,2743.7050104166665
S2,2020-06-17,2020-06-17,2743.7333020833335
S2,2020-06-18,2020-06-18,2743.7213645833335
S2,2020-06-19,2020-06-19,2743.68428125
S2,2020-06-20,2020-06-20,2743.6471979166668
S2,2020-06-21,2020-06-21,2743.6469479166667
S2,2020-06-22,2020-06-22,2743.665989583333
S2,2020-06-23,2020-06-23,2743.66565625
S2,2020-06-24,2020-06-24,2743.664208333333
S2,2020-06-25,2020-06-25,2743.6804845360825
S2,2020-06-26,2020-06-26,2743.6802708333335
S2,2020-06-27,2020-06-27,2743.6639479166665
S2,2020-06-28,2020-06-28,2743.6635520833333
S2,2020-06-29,2020-06-29,2743.6506666666664
S2,2020-06-30,2020-06-30,2743.631083333333
S2,2020-07-01,2020-07-01,2743.596020833333
S2,2020-07-02,2020-07-02,2743.588583333333
S2,2020-07-03,2020-07-03,2743.5891354166665
S2,2020-07-04,2020-07-04,2743.6112395833334
S2,2020-07-05,2020-07-05,2743.63771875
S2,2020-07-06,2020-07-06,2743.6082916666664
S2,2020-07-07,2020-07-07,2743.59084375
S2,2020-07-08,2020-07-08,2743.5809583333335
S2,2020-07-09,2020-07-09,2743.5588020833334
S2,2020-07-10,2020-07-10,2743.5378229166668
S2,2020-07-11,2020-07-11,2743.5376458333335
S2,2020-07-12,2020-07-12,2743.53234375
S2,2020-07-13,2020-07-13,2743.539875
S2,2020-07-14,2020-07-14,2743.546
S2,2020-07-15,2020-07-15,2743.5434791666667
S2,2020-07-16,2020-07-16,2743.531625
S2,2020-07-17,2020-07-17,2743.5190208333333
S2,2020-07-18,2020-07-18,2743.5096041666666
S2,2020-07-19,2020-07-19,2743.5045833333334
S2,2020-07-20,2020-07-20,2743.48765625
S2,2020-07-21,2020-07-21,2743.4858020833335
S2,2020-07-22,2020-07-22,2743.4833645833332
S2,2020-07-23,2020-07-23,2743.478760416667
S2,2020-07-24,2020-07-24,2743.485583333333
S2,2020-07-25,2020-07-25,2743.4745520833335
S2,2020-07-26,2020-07-26,2743.4623854166666
S2,2020-07-27,2020-07-27,2743.4550833333333
S2,2020-07-28,2020-07-28,2743.4595833333333
S2,2020-07-29,2020-07-29,2743.45596875
S2,2020-07-30,2020-07-30,2743.451541666667
S2,2020-07-31,2020-07-31,2743.4476875
S2,2020-08-01,2020-08-01,2743.451989583333
S2,2020-08-02,2020-08-02,2743.4522291666667
S2,2020-08-03,2020-08-03,2743.4400416666667
S2,2020-08-04,2020-08-04,2743.43190625
S2,2020-08-05,2020-08-05,2743.4283229166667
S2,2020-08-06,2020-08-06,2743.42103125
S2,2020-08-07,2020-08-07,2743.4120208333334
S2,2020-08-08,2020-08-08,2743.4024791666666
S2,2020-08-09,2020-08-09,2743.3964479166666
S2,2020-08-10,2020-08-10,2743.391666666667
S2,2020-08-11,2020-08-11,2743.3867708333332
S2,2020-08-12,2020-08-12,2743.38371875
S2,2020-08-13,2020-08-13,2743.381104166667
S2,2020-08-14,2020-08-14,2743.3756354166667
S2,2020-08-15,2020-08-15,2743.3736875
S2,2020-08-16,2020-08-16,2743.3718541666667
S2,2020-08-17,2020-08-17,2743.369364583333
S2,2020-08-18,2020-08-18,2743.3705625
S2,2020-08-19,2020-08-19,2743.3699375
S2,2020-08-20,2020-08-20,2743.3694270833334
S2,2020-08-21,2020-08-21,2743.3687291666665
S2,2020-08-22,2020-08-22,2743.364739583333
S2,2020-08-23,2020-08-23,2743.3618854166666
S2,2020-08-24,2020-08-24,2743.35778125
S2,2020-08-25,2020-08-25,2743.3550104166666
S2,2020-08-26,2020-08-26,2743.35959375
S2,2020-08-27,2020-08-27,2743.3609166666665
S2,2020-08-28,2020-08-28,2743.3612916666666
S2,2020-08-29,2020-08-29,2743.3666875
S2,2020-08-30,2020-08-30,2743.362375
S2,2020-08-31,2020-08-31,2743.3532604166667
S2,2020-09-01,2020-09-01,2743.353541666667
S2,2020-09-02,2020-09-02,2743.3453645833333
S2,2020-09-03,2020-09-03,2743.3403749999998
S2,2020-09-04,2020-09-04,2743.338854166667
S2,2020-09-05,2020-09-05,2743.3365
S2,2020-09-06,2020-09-06,2743.333489583333
S2,2020-09-07,2020-09-07,2743.3309375
S2,2020-09-08,2020-09-08,2743.3403229166665
S2,2020-09-09,2020-09-09,2743.3400520833334
S2,2020-09-10,2020-09-10,2743.3481666666667
S2,2020-09-11,2020-09-11,2743.3580208333333
S2,2020-09-12,2020-09-12,2743.3539375
S2,2020-09-13,2020-09-13,2743.350895833333
S2,2020-09-14,2020-09-14,2743.3414791666664
S2,2020-09-15,2020-09-15,2743.3331354166667
S2,2020-09-16,2020-09-16,2743.3284791666665
S2,2020-09-17,2020-09-17,2743.3254687500003
S2,2020-09-18,2020-09-18,2743.323229166667
S2,2020-09-19,2020-09-19,2743.32096875
S2,2020-09-20,2020-09-20,2743.319375
S2,2020-09-21,2020-09-21,2743.3184583333336
S2,2020-09-22,2020-09-22,2743.3176875
S2,2020-09-23,2020-09-23,2743.3165729166667
S2,2020-09-24,2020-09-24,2743.3150625
S2,2020-09-25,2020-09-25,2743.3139375
S2,2020-09-26,2020-09-26,2743.31228125
S2,2020-09-27,2020-09-27,2743.313
S2,2020-09-28,2020-09-28,2743.312427083333
S2,2020-09-29,2020-09-29,2743.311041666667
S2,2020-09-30,2020-09-30,2743.310010416667
S2,2020-10-01,2020-10-01,2743.309729166667
S2,2020-10-02,2020-10-02,2743.307458333333
S2,2020-10-03,2020-10-03,2743.307208333333
S2,2020-10-04,2020-10-04,2743.30596875
S2,2020-10-05,2020-10-05,2743.303479166667
S2,2020-10-06,2020-10-06,2743.3014791666665
S2,2020-10-07,2020-10-07,2743.3014270833332
S2,2020-10-08,2020-10-08,2743.2999375
S2,2020-10-09,2020-10-09,2743.2963958333335
S2,2020-10-10,2020-10-10,2743.296208333333
S2,2020-10-11,2020-10-11,2743.3004895833333
S2,2020-10-12,2020-10-12,2743.29803125
S2,2020-10-13,2020-10-13,2743.30009375
S2,2020-10-14,2020-10-14,2743.29696875
S2,2020-10-15,2020-10-15,2743.295145833333
S2,2020-10-16,2020-10-16,2743.2961666666665
S2,2020-10-17,2020-10-17,2743.30203125
S2,2020-10-18,2020-10-18,2743.30278125
S2,2020-10-19,2020-10-19,2743.3012083333333
S2,2020-10-20,2020-10-20,2743.29884375
S2,2020-10-21,2020-10-21,2743.2983229166666
S2,2020-10-22,2020-10-22,2743.2958437499997
S2,2020-10-23,2020-10-23,2743.2912708333333
S2,2020-10-24,2020-10-24,2743.295125
S2,2020-10-25,2020-10-25,2743.3400208333333
S2,2020-10-26,2020-10-26,2743.39303125
S2,2020-10-27,2020-10-27,2743.385260416667
S2,2020-10-28,2020-10-28,2743.3735729166665
S2,2020-10-29,2020-10-29,2743.355476190476
S2,2020-10-30,NA,NA
S2,2020-10-31,NA,NA
S2,2020-11-01,NA,NA
S2,2020-11-02,NA,NA
S2,2020-11-03,NA,NA
S2,2020-11-04,NA,NA
S2,2020-11-05,NA,NA
S2,2020-11-06,NA,NA
S2,2020-11-07,NA,NA
S2,2020-11-08,NA,NA
S2,2020-11-09,NA,NA
S2,2020-11-10,NA,NA
S2,2020-11-11,NA,NA
S2,2020-11-12,NA,NA
S2,2020-11-13,NA,NA
S2,2020-11-14,NA,NA
S2,2020-11-15,NA,NA
S2,2020-11-16,NA,NA
S2,2020-11-17,NA,NA
S2,2020-11-18,NA,NA
S2,2020-11-19,NA,NA
S2,2020-11-20,NA,NA
S2,2020-11-21,NA,NA
S2,2020-11-22,NA,NA
S2,2020-11-23,NA,NA
S2,2020-11-24,NA,NA
S2,2020-11-25,NA,NA
S2,2020-11-26,NA,NA
S2,2020-11-27,NA,NA
S2,2020-11-28,NA,NA
S2,2020-11-29,NA,NA
S2,2020-11-30,NA,NA
S2,2020-12-01,NA,NA
S2,2020-12-02,NA,NA
S2,2020-12-03,NA,NA
S2,2020-12-04,NA,NA
S2,2020-12-05,NA,NA
S2,2020-12-06,NA,NA
S2,2020-12-07,NA,NA
S2,2020-12-08,NA,NA
S2,2020-12-09,NA,NA
S2,2020-12-10,NA,NA
S2,2020-12-11,NA,NA
S2,2020-12-12,NA,NA
S2,2020-12-13,NA,NA
S2,2020-12-14,NA,NA
S2,2020-12-15,NA,NA
S2,2020-12-16,NA,NA
S2,2020-12-17,NA,NA
S2,2020-12-18,NA,NA
S2,2020-12-19,NA,NA
S2,2020-12-20,NA,NA
S2,2020-12-21,NA,NA
S2,2020-12-22,NA,NA
S2,2020-12-23,NA,NA
S2,2020-12-24,NA,NA
S2,2020-12-25,NA,NA
S2,2020-12-26,NA,NA
S2,2020-12-27,NA,NA
S2,2020-12-28,NA,NA
S2,2020-12-29,NA,NA
